date,rainfall_mm,temperature_C,inflow_cumecs,outflow_cumecs,water_level_m
2020-01-01,4.787358779738473,22.8655946502629,5.7758321617384185,5.175601950466883,100.00600230211272
2020-01-02,2.988929460431175,29.26123244515134,1.5888734890263947,1.3119526672388584,100.00877151033059
2020-01-03,2.764567168741907,13.396313130109348,3.970505223310372,2.002148132509616,100.0284550812386
2020-01-04,2.7646045886636013,23.850602142768068,1.5259823435933988,1.3204288707269223,100.03051061596726
2020-01-05,9.299428824461302,28.140700067403348,9.683461155304695,4.4367992089752475,100.08297723543056
2020-01-06,5.733412461928444,31.35062773287858,6.932042649445563,5.606115181297117,100.09623651011204
2020-01-07,2.262156003481798,20.907628914788045,3.1013460338703873,1.830760684359293,100.10894236360716
2020-01-08,4.939628946862427,17.48617491184698,5.997138953968738,5.031522580450174,100.11859852734234
2020-01-09,3.9979205281292938,23.696324175540905,5.204205425347115,4.340454838221872,100.12723603321359
2020-01-10,0.4318298869811708,19.372904961265554,0.362499681772082,0.2910737232461706,100.12795029279884
2020-01-11,1.3424845653754125,24.25481666635235,1.7651324213726636,1.4033071370474581,100.1315685456421
2020-01-12,4.212331274696327,24.966732726843812,2.4436359103418224,1.3497168068527308,100.14250773667699
2020-01-13,8.730353734967057,18.404274773990274,12.17724280283229,5.36358399970602,100.21064432470826
2020-01-14,2.783704369918292,29.022195550554326,2.9161874753922428,1.7540578652300427,100.22226562080988
2020-01-15,2.1160548781086073,24.213930533177745,2.787474372050725,1.3568373180440025,100.23657199134995
2020-01-16,3.6280150829443314,30.402299345026748,3.455025099996064,2.5825467677122265,100.24529677467278
2020-01-17,2.0105689614361952,15.775473798519531,2.2992418189528747,1.3175802099730651,100.25511339076259
2020-01-18,2.635482762278377,19.914039147273048,2.705066520053784,2.401571853506065,100.25814833742805
2020-01-19,3.298604957880529,27.583346543240616,4.062527302535847,2.9269942032036043,100.26950366842138
2020-01-20,1.280274609687767,21.004447145873673,0.7446460982269161,0.6040869105796672,100.27090926029786
2020-01-21,5.940120188426278,24.17732170975152,3.3285587267390855,1.5519815686771947,100.28867503187847
2020-01-22,1.0703628925580801,25.003495587785874,0.7996715785945966,0.6645328723430146,100.29002641894098
2020-01-23,0.9455868876693467,25.79127990476684,0.6236568013471047,0.5372046194666541,100.2908909407598
2020-01-24,3.8679008357762696,21.612168936331464,5.305922803726129,3.41452559243445,100.3098049128727
2020-01-25,5.626707615958101,25.74643281736239,4.046806820171102,2.845416989688152,100.32181881117754
2020-01-26,3.795671148714141,21.0872814738276,5.601899170902292,4.382953363149135,100.33400826925507
2020-01-27,3.0435583541692015,28.371402343733877,2.547141178614001,1.241525804999271,100.34706442299122
2020-01-28,2.6147628699669485,24.425779902584882,1.7835765988820564,1.1616131862389056,100.35328405711765
2020-01-29,2.279819661373301,25.775183117977594,2.9402800138272185,1.7622024719362763,100.36506483253656
2020-01-30,6.875598601038899,37.84963419845167,7.966809560246718,3.7697906841635294,100.40703502129739
2020-01-31,4.242087878779844,19.464477726999892,4.234433949415823,2.4719236974314254,100.42466012381723
2020-02-01,2.4346376273173083,31.94291134520144,2.569427811611964,1.1153530385032369,100.43920087154832
2020-02-02,1.8732130586231144,11.703243214753137,2.2838246921561276,0.9430048120838884,100.45260907034904
2020-02-03,5.175237913415748,14.608116725405285,3.7699265955451984,1.762754132371039,100.47268079498079
2020-02-04,6.766883346804435,18.796799611562147,10.125517057823032,8.92622606865087,100.4846737048725
2020-02-05,6.362419563605777,19.112358173625317,9.38325286711472,6.331488443471458,100.51519134910895
2020-02-06,1.602094096422694,26.018508990694247,1.8429299910598111,1.62714330983366,100.5173492159212
2020-02-07,2.5969956025752485,26.449211320842338,1.8167086688777014,1.1195447899678628,100.5243208547103
2020-02-08,2.242869935040197,23.725893658138176,2.6470984414344763,1.4715433765258485,100.53607640535938
2020-02-09,2.876576231571977,24.25061016618769,1.6459723430127986,1.074936691143129,100.54178676187809
2020-02-10,5.902177046726512,27.638823804658305,3.1320050183070984,1.94107841452429,100.5536960279159
2020-02-11,8.20452491441442,29.16611938810371,6.216428136015737,2.814999712520257,100.58771031215086
